id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
da4e48de-d108-4814-b28b-bad9d4c0e347,989,ACCESS TOKENS,TEST TENANT,"Test tenant experimentation demonstrated that users with older tokens could access temporarily and that access was blocked after token renewal, proving token caching/refresh contributed to inconsistent behavior.",8.0,13,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
0961b0c8-a62c-4056-b569-cac28090fb0c,990,ACCESS TOKENS,AZURE ACTIVE DIRECTORY (AZURE AD),"Azure AD issues the access tokens that contain group/claim information (e.g., COMPLIANCE_TEAM) and are subject to caching/refresh behavior that affected access decisions.",10.0,9,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
4e1bbb90-e736-4778-8532-7b82f72aed5b,991,ACCESS TOKENS,TOKEN CACHING,Token caching behavior caused older/stale access tokens to continue permitting access temporarily (because they contained different claim state) until tokens were renewed — demonstrating how cached tokens led to intermittent allowed/blocked access.,10.0,8,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
6e5a75fc-3239-4a5b-a750-acf834407506,992,COMPLIANCE_CORE,SHAREPOINT UNIQUE PERMISSIONS / ACL,"The SharePoint folder's ACL referenced the Compliance_Core group (or had been assigned to that group), creating the mismatch when encryption referenced COMPLIANCE_TEAM instead.",9.0,12,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
1e007239-e217-477c-aeb7-41ec9b92bc46,993,SHAREPOINT UNIQUE PERMISSIONS / ACL,TEST TENANT,The issue was reproduced in a test tenant by creating a folder with unique permissions and applying a Sensitivity Label afterwards to observe the same ACL vs. encryption mismatch and token timing behavior.,8.0,11,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
7ae2a16e-a0b3-4057-8866-f645beb81ea2,994,SHAREPOINT UNIQUE PERMISSIONS / ACL,PRESERVE CUSTOM PERMISSIONS OPTION,"If enabled, this option would have preserved or mapped the existing SharePoint Unique Permissions/ACL into the label's encryption permissions; because it was not enabled, the ACL and encryption permission references diverged.",9.0,7,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
54a9083f-fe2f-42d4-84a7-f10067f1705e,995,SHAREPOINT UNIQUE PERMISSIONS / ACL,FOLDER (SHAREPOINT FOLDER),"The folder was assigned Unique Permissions (a distinct ACL), which was a primary factor in the mismatch once the Sensitivity Label's encryption referenced a different group.",10.0,8,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
5bbb087a-359f-4a27-92d4-d85a73203e9a,996,TEST TENANT,FOLDER (SHAREPOINT FOLDER),In the test tenant a folder with Unique Permissions was created to reproduce the issue; the test tenant replication included creating the folder and applying the Sensitivity Label to observe behavior.,8.0,9,['d79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c']
3d4cfed7-14a2-4dff-84ee-0a1f8b7e3b0a,997,TI-1548823,CUSTOMER COMPANY 22 AG,The support ticket TI-1548823 was opened on behalf of Customer Company 22 AG and documents issues occurring in that customer's mail environment.,10.0,10,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
3bef188f-1535-44c7-bbd9-e09a1951708e,998,TI-1548823,CONTACT PERSON 08,Contact Person 08 created the ticket and supplied the initial symptom description and later confirmed resolution; named as the ticket reporter and recipient of notifications.,10.0,13,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
dab6d6b8-ee09-4fb7-99f4-e73ff0d4ba98,999,TI-1548823,EMPLOYEE 34,"Employee 34 performed initial troubleshooting actions, documented findings (clients affected, web/mobile working), and escalated the ticket when remediation required infrastructure-level changes.
Employee 34 was the initial assigned owner who performed first-line troubleshooting and escalation actions for TI-1548823.",17.0,12,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
c47660ac-4d00-4d42-b55e-003de78bd0c1,1000,TI-1548823,SYSTEM ENGINEER 07,The ticket was escalated to System Engineer 07 for deeper Exchange/hybrid analysis; the engineer identified root cause and implemented remediation.,9.0,12,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
0362bac2-0f40-4303-afe2-150d3f9ca7b2,1001,TI-1548823,HELPDESK,Helpdesk performed initial triage and client troubleshooting steps and ultimately closed the ticket after verification; helpdesk recorded activities and communications in the ticket.,8.0,31,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
19b105fb-8e87-49cf-993c-cb7108faf290,1002,TI-1548823,CONSULTING SAMPLE COMPANY,"Consulting Sample Company is the service provider that managed the incident, executed fixes, monitored mailflow, and issued closure communication to the customer.",9.0,45,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
9f30dcef-4dd4-4fda-9905-e7b0c449bb3b,1003,TI-1548823,MAILFLOW MONITORING,Mailflow monitoring was performed after remediation for 24 hours to confirm stability and absence of further errors before ticket closure.,1.0,10,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
0e5ab39a-2a78-41df-b065-1b69757b431d,1004,TI-1548823,ERROR 0X800CCC0E,The client-reported error 0x800CCC0E was the customer-visible symptom that initiated TI-1548823 and guided troubleshooting steps recorded in the ticket.,10.0,10,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
d909220c-92c8-43ed-8e04-1acae4a040e1,1005,CUSTOMER COMPANY 22 AG,SALES TEAM,The Sales team is a subgroup within Customer Company 22 AG; about 12 Sales users were affected by the sending issue and remediation targeted that group.,9.0,7,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
124611f2-de85-4e94-97c3-0bf7cceb672b,1006,CONTACT PERSON 08,SALES TEAM,Contact Person 08 reported that multiple Sales team members were affected and coordinated with support; acts as liaison for that user group.,7.0,10,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
c7bf7847-c26a-4543-a7aa-42af66bd5e80,1007,EXCHANGE ONLINE,SPF / DKIM,SPF and DKIM records were checked as part of the mailflow/anti-spam checklist; they were unchanged and not the cause of the sending failure in this incident.,6.0,3,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
1efdcebe-36e0-452e-bd68-5b0e8bfde508,1008,EXCHANGE ONLINE,EXCHANGE HYBRID (ON-PREM + M365),"Exchange Online (cloud) and on-prem Exchange together form the hybrid mail environment; cloud-side checks (Message Trace, OWA) helped isolate the issue to legacy SMTP auth on the client/on-prem side.",9.0,5,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
bcc65687-a06a-4648-87a9-e99a93346331,1009,ON-PREM EXCHANGE SERVER,HYBRID CONNECTOR,The Hybrid Connector/Send Connector is configured on or between the on-prem Exchange server(s) and Exchange Online and was reviewed in the hybrid configuration analysis.,9.0,6,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
65184796-de34-4460-bdae-63cb2c1b9da2,1010,ON-PREM EXCHANGE SERVER,EVENT LOG,"Event Log entries on the on-prem Exchange server revealed SMTP authentication failures (""535 5.7.3 Authentication unsuccessful""), providing direct evidence of the authentication failure causing client send errors.",10.0,6,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
f572352a-4ec1-4626-aac6-974a3856ad54,1011,ON-PREM EXCHANGE SERVER,EXCHANGE HYBRID (ON-PREM + M365),The on-prem Exchange server(s) are a core component of the customer's hybrid architecture and were the source of Event Log evidence used in diagnosis.,9.0,6,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
687dc2d5-e5b4-4602-80d2-4d7819c9e9f7,1012,HYBRID CONNECTOR,SYSTEM ENGINEER 07,System Engineer 07 investigated the Hybrid Connector and Send Connector configuration as part of hybrid environment analysis to rule in/out routing or TLS issues.,8.0,7,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
0a5bae0d-9d94-420b-9ee1-6d87639b858c,1013,HYBRID CONNECTOR,EXCHANGE HYBRID (ON-PREM + M365),The Hybrid configuration (Exchange Hybrid) depends on the Hybrid Connector/Send Connector for routing mail between on-premises Exchange and Exchange Online; the hybrid architecture was reviewed during analysis.,9.0,6,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
83553dc8-9e12-43b7-b060-8a3b5094ccb1,1014,SEND CONNECTOR,TLS CERTIFICATE,TLS certificates were checked in relation to Send Connector security (TLS) as part of the hybrid setup analysis to rule out TLS certificate-related mailflow problems.,7.0,4,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
a22f76c9-dbc7-45b3-aae3-442f4ca149c9,1015,SMTP AUTH,OUTLOOK (LEGACY BUILD 2019 MSI),Legacy Outlook clients used SMTP AUTH to authenticate to the SMTP server for sending; when SMTP AUTH was disabled they failed with authentication errors and messages remained in Outbox.,10.0,13,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
feb4d50e-8259-4b96-9e15-752e8cc92661,1016,SMTP AUTH,SECURITY DEFAULT POLICY,"Enabling Security Default policy in the tenant disabled legacy authentication mechanisms including SMTP AUTH, which directly caused the sending failures for legacy clients.",10.0,6,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
a1e42c2d-7309-47e9-9710-77e8ac077098,1017,SMTP AUTH,CONDITIONAL ACCESS POLICY,"Support adjusted Conditional Access policies to selectively re-enable SMTP AUTH for affected users/clients, thereby restoring send capability while controlling access via policy.",9.0,6,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
40b436cf-8616-4d26-afc4-5f556649862d,1018,SMTP AUTH,ERROR 535 5.7.3 AUTHENTICATION UNSUCCESSFUL,The 535 authentication failure directly indicates that SMTP AUTH attempts failed (credentials were refused) — pointing to SMTP AUTH being disabled by tenant security settings as the root cause.,10.0,6,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
25ebff24-1eca-42d5-83bd-daad158d0417,1019,SECURITY DEFAULT POLICY,LEGACY AUTHENTICATION,"Enabling Security Defaults disabled legacy authentication methods (including SMTP AUTH), demonstrating that tenant-level security defaults directly impacted legacy authentication flows; this relationship motivated selective CA adjustments.",10.0,4,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
42d979f9-6749-4fa1-92fb-009e6d5f1dcc,1020,CONDITIONAL ACCESS POLICY,LEGACY AUTHENTICATION,"Conditional Access was adjusted to selectively allow legacy authentication (SMTP AUTH) for affected users, enabling remediation while controlling security exposure.",9.0,4,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
8c1dc20b-f54b-4937-9f24-c5ad9d65e734,1021,OUTLOOK (LEGACY BUILD 2019 MSI),SALES TEAM,Members of the Sales team were using legacy Outlook MSI build 2019 clients which relied on SMTP AUTH and thus were impacted when SMTP AUTH was disabled.,10.0,14,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
f44fc4dc-f9fe-45bc-bf5b-8522f2080054,1022,OUTLOOK (LEGACY BUILD 2019 MSI),WINDOWS 11 WORKSTATION,"The legacy Outlook clients were running on users' Windows 11 workstations where client-side troubleshooting (profile recreation, firewall/antivirus checks) was performed.",8.0,15,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
154df4af-23d0-4837-8e39-1e4b0125296a,1023,OUTLOOK (LEGACY BUILD 2019 MSI),SMTP SERVER,"Legacy Outlook clients attempted to connect to the SMTP server to send mail and returned ""SMTP server not responding"" / authentication errors when SMTP AUTH was disabled.",10.0,11,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
aae851fb-dbe0-40a7-93f7-92c5fa5613ec,1024,OUTLOOK (LEGACY BUILD 2019 MSI),SMTP PORT 587 / STARTTLS,The legacy Outlook clients were configured to use SMTP submission on port 587 with STARTTLS; the port/protocol was verified during client troubleshooting to ensure correct SMTP connection settings.,9.0,11,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
0a0ab463-a4cf-4e6d-8379-f2f466991016,1025,OUTLOOK (LEGACY BUILD 2019 MSI),CLIENT FIREWALL,A local firewall could prevent Outlook from establishing an SMTP connection; checking the client firewall was part of the client-side troubleshooting sequence.,7.0,11,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
74d220aa-12b1-4a1a-b3ad-41366ed4bc69,1026,OUTLOOK (LEGACY BUILD 2019 MSI),ANTIVIRUS SMTP SCANNING,"Antivirus SMTP scanning on the workstation was disabled during tests because such scanning can intercept or block SMTP submissions from Outlook, potentially causing send failures.",7.0,11,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
34d837a4-0203-40e2-a1e8-c13f304b9c4f,1027,OUTLOOK (LEGACY BUILD 2019 MSI),ERROR 0X800CCC0E,"The client error 0x800CCC0E was reported by Outlook on affected clients, representing the symptom of failed SMTP submission and prompting further investigation.",10.0,11,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
52dc61de-91c1-4aea-8e5b-bfd7f1242974,1028,OUTLOOK (LEGACY BUILD 2019 MSI),OUTLOOK PROFILE RECREATION,Recreating the Outlook profile and re-adding the account were client remediation steps performed to rule out profile/account corruption as a cause of send failures.,8.0,10,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
db89769d-ffaa-41f0-b7ff-593aa76219c1,1029,WINDOWS 11 WORKSTATION,CLIENT FIREWALL,The local client firewall resides on the Windows 11 workstations and was checked to ensure it did not block outbound SMTP connections from Outlook.,8.0,8,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
178fe579-6980-480d-a083-dd49865a09d3,1030,WINDOWS 11 WORKSTATION,ANTIVIRUS SMTP SCANNING,The antivirus feature runs on the Windows 11 endpoints and was temporarily disabled during troubleshooting to eliminate it as a cause of the Outbox/send issues.,7.0,8,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
c830aff1-732f-4ad7-8605-65b030dee04e,1031,OWA (WEBMAIL),IOS MOBILE DEVICES,"IOS mobile clients and OWA were able to send mail successfully, demonstrating that modern/authenticated web or mobile flows were functioning while legacy SMTP-authenticated desktop clients failed.",7.0,2,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
69f3173b-f2ef-4dee-bbc4-7fcc3d8a07d9,1032,SYSTEM ENGINEER 07,EVENT LOG,System Engineer 07 reviewed Event Log entries to identify authentication failures and correlate them with SMTP AUTH being disabled by tenant security defaults.,9.0,7,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
f7a44eb9-e29a-4bbe-8723-a58dd34cf5ca,1033,SYSTEM ENGINEER 07,BU INFRASTRUCTURE ENGINEERING,System Engineer 07 is a member/assignee from BU Infrastructure Engineering who performed the deeper hybrid and authentication analysis and implemented the fix.,8.0,5,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
4ccb9ef5-9e1f-482d-9702-bf42adc53b7c,1034,EXCHANGE ADMIN CENTER,MESSAGE TRACE,Exchange Admin Center was used to run Message Trace and Queue Monitoring to check mailflow and determine whether there was any blocking or cloud-side delivery issue.,8.0,3,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
afa0d025-d3ec-4ad2-afc0-e13b5f19e2a4,1035,MESSAGE TRACE,MAILFLOW MONITORING,Message Trace is part of the mailflow monitoring tools used to observe message delivery and ensure there were no queued or blocked messages after remediation.,8.0,4,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
42f9693b-1d6e-4d45-9e80-fad7340b6f3b,1036,QUEUE MONITORING,MAIL QUEUES,Queue Monitoring was the mechanism used to inspect mail queues (Mail Queues) during the Exchange Admin Center analysis to detect queued messages or processing issues.,8.0,2,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
67d22229-2868-4c4b-851f-7d182ef577f9,1037,EVENT LOG,ERROR 535 5.7.3 AUTHENTICATION UNSUCCESSFUL,"The ""535 5.7.3 Authentication unsuccessful"" message appeared in the Exchange Event Log, linking the client send failures to SMTP authentication failures observed server-side.",10.0,5,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
d278a389-c1f0-40ad-9ffc-7d14fa1f05e0,1038,SMTP SERVER,SMTP PORT 587 / STARTTLS,Port 587 with STARTTLS is the SMTP submission endpoint/protocol that the clients attempted to use when connecting to the SMTP server; it was explicitly checked to rule out port/protocol misconfiguration.,9.0,4,['dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']
62a5b3cf-3dc8-4f76-a159-f4c91e737f72,1039,TI-1394201,CUSTOMER COMPANY 14 AG,"Ticket TI-1394201 was opened and raised on behalf of CUSTOMER COMPANY 14 AG, which the ticket records as the affected customer/tenant. The ticket concerns CUSTOMER COMPANY 14 AG’s KF14 site and its FTP service.",19.0,20,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
89cf2649-fb6e-42c4-b6c8-b06a1e15a4df,1040,TI-1394201,CONTACT PERSON 16,"TI-1394201 is a support ticket in which CONTACT PERSON 16 is recorded as the customer contact and the reporter. CONTACT PERSON 16 submitted the initial email asking who installed FileZilla Server and requesting assistance with FTP access, and was engaged by support during troubleshooting for the ticket.",19.0,22,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
859b19d8-0b33-47d2-bdfb-c1de29f3ba97,1041,TI-1394201,EMPLOYEE 26,"For ticket TI-1394201, EMPLOYEE 26 is recorded in the ticket metadata as the final assignee (ticket owner); the assignment to EMPLOYEE 26 is dated 02.12.24. As the recorded final assignee, EMPLOYEE 26 is therefore the party responsible for follow-up and closure of TI-1394201.",14.0,21,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
3a5622d3-0aa8-4dcc-bac1-5ce87af045a8,1042,TI-1394201,EMPLOYEE 16,"TI-1394201 was opened by EMPLOYEE 16, who raised the initial request to determine who installed FileZilla Server; EMPLOYEE 16 acknowledged the request, participated in the ticket’s early triage, and forwarded TI-1394201 to the responsible system engineer for further investigation.",15.0,23,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
44b18c86-4ab4-4610-9307-25a91929d714,1043,TI-1394201,EMPLOYEE 27,"TI-1394201: EMPLOYEE 27 was assigned to ticket TI-1394201 and set its status to ""In Progress"" on 02.12.24, indicating active handling. EMPLOYEE 27 contacted the customer, performed workstation troubleshooting, and coordinated with the Network and Core teams. After these actions, EMPLOYEE 27 transferred the ticket onward, passing responsibility for further work to other team(s).",25.0,28,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
ba6c18eb-e9e0-4179-b9ea-3d10c1086f53,1044,TI-1394201,BU CUSTOMER SERVICES RUN,"TI-1394201 was assigned to the BU CUSTOMER SERVICES RUN team. After initial administrative handling, CRM forwarded the request and the BU CUSTOMER SERVICES RUN department became the internal owner as part of standard internal routing and ownership processes.",16.0,29,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
b757dbc6-7ca9-4136-943a-929526bf9abd,1045,TI-1394201,"ADMIN, CRM","TI-1394201 is a CRM ticket that was created and initially recorded in the CRM system by the user/entity ""ADMIN, CRM."" ADMIN, CRM authored the ticket's initial entries, carried out the early assignment actions, and performed an assignment/transfer that forwarded TI-1394201 into the BU Customer Services Run queue — an action recorded in the system as ""forwarded by Admin, CRM.""",14.0,21,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
fe233d20-b12b-40fc-ba40-ed5657cfd792,1046,TI-1394201,HELPDESK,Helpdesk created the ticket notification and handled the incoming email; Helpdesk is the initial intake point for TI-1394201.,8.0,40,['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95']
7850c844-a1d3-4498-b68b-7f2e008113dd,1047,TI-1394201,PORTAL – CONSULTINGSAMPLECOMPANY,"Ticket lifecycle events, notifications and status updates for TI-1394201 are recorded and viewable in the Consulting Sample Company portal.",8.0,21,['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95']
a1723e8a-29a5-47ca-98fe-ae9ac28bafc8,1048,TI-1394201,RAMEZ,"RAMEZ (referenced as ""Ramez"" in the ticket notifications) was a named recipient and stakeholder on ticket TI-1394201. Notification messages in the ticket thread directly addressed Ramez—including a greeting of ""Hello Ramez"" when the ticket was set to In Progress—and explicitly informed them that TI-1394201 was no longer their responsibility, which implies they had previously been listed as an owner or responsible party but were retained on the communication/notification list as a stakeholder.",12.0,18,"['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']"
d742024c-44a0-4477-8f1d-76b9dbe8b861,1049,TI-1394201,NO-REPLY (SYSTEM ACCOUNT),"The NO-REPLY system account authored/issued automated ticket system messages relating to TI-1394201 (assignment and status notifications are logged with ""NO-REPLY""), indicating the system account is the source of automated communications recorded in the ticket history.",9.0,19,['9ae60248fdeacd78507615824c81352d3b7b17c47dab997df5429f35f1bf7fc7adb64e1df4eb62f92340e089ba3367078ee301bda75c9733868ed605c7439c95']
